db_id	vndb_id	name	field	db_value	vndb_value	legacy
467	c52605	迪科嘭嘭	company	Aquaplus	AQUAPLUS	legacy
468	c52606	索杨克库尔	cv	最上嗣生	最上 嗣生	legacy
468	c52606	索杨克库尔	work	传颂之物 虚伪的假面	传颂之物3：二人的白皇	legacy
468	c52606	索杨克库尔	company	Aquaplus	AQUAPLUS	legacy
468	c52606	索杨克库尔	release_year	2015	2016	legacy
469	c52607	莫兹努	cv	拝真之介	拝 真之介	legacy
469	c52607	莫兹努	company	Aquaplus	AQUAPLUS	legacy
470	c52615	衮多努阿	cv	小松史法	小松 史法	legacy
470	c52615	衮多努阿	company	Aquaplus	AQUAPLUS	legacy
471	c52685	武赖	cv	乃村健次	乃村 健次	legacy
471	c52685	武赖	company	Aquaplus	AQUAPLUS	legacy
472	c52690	恩托娃	cv	米澤円	米澤 円	legacy
472	c52690	恩托娃	hair_color	紫色	棕色	legacy
472	c52690	恩托娃	hair_color_family	purple	brown	legacy
472	c52690	恩托娃	company	Aquaplus	AQUAPLUS	legacy
474	c91775	帝	company	Aquaplus	AQUAPLUS	legacy
475	c15113	柳原朋	cv	柏木美優	柏木 美優	legacy
475	c15113	柳原朋	work	WHITE ALBUM 2	白色相簿2	legacy
475	c15113	柳原朋	company	Leaf	AQUAPLUS	legacy
476	c15114	矢田美穗子	cv	澄田まりや	澄田 まりや	legacy
476	c15114	矢田美穗子	work	WHITE ALBUM 2	白色相簿2	legacy
476	c15114	矢田美穗子	company	Leaf	AQUAPLUS	legacy
480	c15118	园田亚子	cv	伊東久美子	伊東 久美子	legacy
480	c15118	园田亚子	work	WHITE ALBUM 2	白色相簿2	legacy
480	c15118	园田亚子	company	Leaf	AQUAPLUS	legacy
481	c71191	早坂亲志	cv	杉山紀彰	杉山 紀彰	legacy
481	c71191	早坂亲志	work	WHITE ALBUM 2	白色相簿2	legacy
481	c71191	早坂亲志	company	Leaf	AQUAPLUS	legacy
482	c71192	小木曾晋	cv	最上嗣生	最上 嗣生	legacy
482	c71192	小木曾晋	work	WHITE ALBUM 2	白色相簿2	legacy
482	c71192	小木曾晋	company	Leaf	AQUAPLUS	legacy
483	c71193	小木曾秋菜	cv	小野涼子	小野 涼子	legacy
483	c71193	小木曾秋菜	work	WHITE ALBUM 2	白色相簿2	legacy
483	c71193	小木曾秋菜	company	Leaf	AQUAPLUS	legacy
484	c71194	小木曽孝宏	cv	梶裕貴	梶 裕貴	legacy
484	c71194	小木曽孝宏	work	WHITE ALBUM 2	白色相簿2	legacy
484	c71194	小木曽孝宏	company	Leaf	AQUAPLUS	legacy
485	c71195	冬马曜子	cv	夏樹リオ	夏樹 リオ	legacy
485	c71195	冬马曜子	work	WHITE ALBUM 2	白色相簿2	legacy
485	c71195	冬马曜子	company	Leaf	AQUAPLUS	legacy
500	c58528	河岛遥	cv	升望	升 望	legacy
500	c58528	河岛遥	work	WHITE ALBUM	白色相簿	legacy
500	c58528	河岛遥	company	Leaf	AQUAPLUS	legacy
501	c58529	泽仓美咲	cv	高本めぐみ	高本 めぐみ	legacy
501	c58529	泽仓美咲	work	WHITE ALBUM	白色相簿	legacy
501	c58529	泽仓美咲	company	Leaf	AQUAPLUS	legacy
502	c58530	观月真名	cv	戸松遥	戸松 遥	legacy
502	c58530	观月真名	work	WHITE ALBUM	白色相簿	legacy
502	c58530	观月真名	company	Leaf	AQUAPLUS	legacy
503	c58533	筱冢弥生	cv	朴璐美	朴 璐美	legacy
503	c58533	筱冢弥生	work	WHITE ALBUM	白色相簿	legacy
503	c58533	筱冢弥生	company	Leaf	AQUAPLUS	legacy
504	c58534	如月小夜子	cv	佐藤利奈	佐藤 利奈	legacy
504	c58534	如月小夜子	work	WHITE ALBUM	白色相簿	legacy
504	c58534	如月小夜子	company	Leaf	AQUAPLUS	legacy
505	c58536	七濑彰	cv	小野涼子	小野 涼子	legacy
505	c58536	七濑彰	work	WHITE ALBUM	白色相簿	legacy
505	c58536	七濑彰	company	Leaf	AQUAPLUS	legacy
506	c58537	绪方英二	cv	速水奨	速水 奨	legacy
506	c58537	绪方英二	work	WHITE ALBUM	白色相簿	legacy
506	c58537	绪方英二	company	Leaf	AQUAPLUS	legacy
507	c86683	藤井冬弥	work	WHITE ALBUM	白色相簿	legacy
507	c86683	藤井冬弥	company	Leaf	AQUAPLUS	legacy
527	c110449	奈莉奈	cv	永見はるか	永見 はるか	legacy
531	c4022	歌丸	cv	春野日和	佐々 留美子	legacy
531	c4022	歌丸	work	初音岛	D.C.～ダ・カーポ～	legacy
532	c4023	胡之宫环	cv	澤村弓子	澤村 弓子	legacy
532	c4023	胡之宫环	work	初音岛	D.C.～ダ・カーポ～	legacy
535	c4028	雾羽香澄	cv	かかずゆみ	神月 あおい	legacy
535	c4028	雾羽香澄	work	初音岛	D.C.～ダ・カーポ～	legacy
552	c5962	高坂真由纪	cv	三咲里奈	三咲 里奈	legacy
552	c5962	高坂真由纪	work	初音岛II	D.C.II ～ダ・カーポII～	legacy
557	c5971	小日向柚子	cv	下田麻美	下田 麻美	legacy
557	c5971	小日向柚子	work	初音岛II	D.C.II ～ダ・カーポII～	legacy
562	c5993	水越舞佳	cv	柚木あずさ	柚木 あずさ	legacy
562	c5993	水越舞佳	hair_color	青色	绿色	legacy
562	c5993	水越舞佳	hair_color_family	cyan	green	legacy
562	c5993	水越舞佳	work	初音岛II	D.C.II ～ダ・カーポII～	legacy
570	c78016	哈利马奥	work	初音岛II	D.C.II ～ダ・カーポII～	legacy
571	c1355	朝雾达哉	work	夜明前的琉璃色	更胜黎明前的琉璃色	legacy
571	c1355	朝雾达哉	company	August	オーガスト	legacy
573	c1358	鹰见泽菜月	work	夜明前的琉璃色	更胜黎明前的琉璃色	legacy
573	c1358	鹰见泽菜月	company	August	オーガスト	legacy
574	c1359	米亚·克莱门蒂斯	cv	野々瀬ミオ	成瀬 未亜	legacy
574	c1359	米亚·克莱门蒂斯	work	夜明前的琉璃色	更胜黎明前的琉璃色	legacy
574	c1359	米亚·克莱门蒂斯	company	August	オーガスト	legacy
575	c1360	卡莲·克拉维斯	cv	浅川悠	浅川 悠	legacy
575	c1360	卡莲·克拉维斯	work	夜明前的琉璃色	更胜黎明前的琉璃色	legacy
575	c1360	卡莲·克拉维斯	company	August	オーガスト	legacy
578	c1369	远山翠	cv	高野直子	高野 直子	legacy
578	c1369	远山翠	hair_color	绿色	棕色	legacy
578	c1369	远山翠	hair_color_family	green	brown	legacy
578	c1369	远山翠	work	夜明前的琉璃色	更胜黎明前的琉璃色	legacy
578	c1369	远山翠	company	August	オーガスト	legacy
579	c1370	鹰见泽仁	cv	小西克幸	小西 克幸	legacy
579	c1370	鹰见泽仁	work	夜明前的琉璃色	更胜黎明前的琉璃色	legacy
579	c1370	鹰见泽仁	company	August	オーガスト	legacy
581	c1372	鹰见泽左门	cv	秋元羊介	秋元 羊介	legacy
581	c1372	鹰见泽左门	work	夜明前的琉璃色	更胜黎明前的琉璃色	legacy
581	c1372	鹰见泽左门	company	August	オーガスト	legacy
585	c1185	支仓孝平	company	August	オーガスト	legacy
585	c1185	支仓孝平	release_year	2008	2007	legacy
586	c1187	悠木奏	cv	雛見風香	雛見 風香	legacy
586	c1187	悠木奏	hair_color	金色	黑色	legacy
586	c1187	悠木奏	hair_color_family	blond	black	legacy
586	c1187	悠木奏	company	August	オーガスト	legacy
586	c1187	悠木奏	release_year	2008	2007	legacy
587	c1188	悠木阳菜	cv	鷹月さくら	鷹月 さくら	legacy
587	c1188	悠木阳菜	company	August	オーガスト	legacy
587	c1188	悠木阳菜	release_year	2008	2007	legacy
588	c1189	东仪白	cv	姫川あいり	姫川 あいり	legacy
588	c1189	东仪白	company	August	オーガスト	legacy
588	c1189	东仪白	release_year	2008	2007	legacy
589	c1190	红濑桐叶	cv	楠鈴音	楠 鈴音	legacy
589	c1190	红濑桐叶	company	August	オーガスト	legacy
589	c1190	红濑桐叶	release_year	2008	2007	legacy
590	c1198	千堂伊织	company	August	オーガスト	legacy
590	c1198	千堂伊织	release_year	2008	2007	legacy
591	c1199	东仪征一郎	cv	鷹取玲	鷹取 玲	legacy
591	c1199	东仪征一郎	company	August	オーガスト	legacy
591	c1199	东仪征一郎	release_year	2008	2007	legacy
592	c1200	八幡平司	cv	胚京太郎	胚 京太郎	legacy
592	c1200	八幡平司	hair_color	灰色	棕色	legacy
592	c1200	八幡平司	hair_color_family	gray	brown	legacy
592	c1200	八幡平司	company	August	オーガスト	legacy
592	c1200	八幡平司	release_year	2008	2007	legacy
593	c1201	千堂伽耶	cv	美芹桜花	美芹 桜花	legacy
593	c1201	千堂伽耶	company	August	オーガスト	legacy
593	c1201	千堂伽耶	release_year	2008	2007	legacy
594	c1202	天池志津子	cv	岬友美	岬 友美	legacy
594	c1202	天池志津子	hair_color	紫色	蓝色	legacy
594	c1202	天池志津子	hair_color_family	purple	blue	legacy
594	c1202	天池志津子	company	August	オーガスト	legacy
594	c1202	天池志津子	release_year	2008	2007	legacy
595	c1203	青砥正则	cv	一条和矢	一条 和矢	legacy
595	c1203	青砥正则	company	August	オーガスト	legacy
595	c1203	青砥正则	release_year	2008	2007	legacy
596	c1204	美术部部长	cv	水霧けいと	水霧 けいと	legacy
596	c1204	美术部部长	company	August	オーガスト	legacy
596	c1204	美术部部长	release_year	2008	2007	legacy
602	c539	吉克弗里德·古拉德	cv	四季路	四季 路	legacy
602	c539	吉克弗里德·古拉德	company	August	オーガスト	legacy
602	c539	吉克弗里德·古拉德	release_year	2011	2010	legacy
604	c541	鲁基乌斯·迪斯·米雷由	cv	沖野靖広	沖野 靖広	legacy
604	c541	鲁基乌斯·迪斯·米雷由	company	August	オーガスト	legacy
604	c541	鲁基乌斯·迪斯·米雷由	release_year	2011	2010	legacy
605	c542	拉维丽娅	cv	桐谷華	桐谷 華	legacy
605	c542	拉维丽娅	company	August	オーガスト	legacy
605	c542	拉维丽娅	release_year	2011	2010	legacy
606	c543	库罗蒂雅	company	August	オーガスト	legacy
606	c543	库罗蒂雅	release_year	2011	2010	legacy
607	c544	莉莎	cv	波奈束風景	波奈束 風景	legacy
607	c544	莉莎	hair_color	粉色	灰色	legacy
607	c544	莉莎	hair_color_family	pink	gray	legacy
607	c544	莉莎	company	August	オーガスト	legacy
607	c544	莉莎	release_year	2011	2010	legacy
608	c545	阿伊莉斯	cv	雪都さお梨	雪都 さお梨	legacy
608	c545	阿伊莉斯	company	August	オーガスト	legacy
608	c545	阿伊莉斯	release_year	2011	2010	legacy
609	c546	兰格	cv	杉崎和哉	杉崎 和哉	legacy
609	c546	兰格	company	August	オーガスト	legacy
609	c546	兰格	release_year	2011	2010	legacy
610	c547	吉尔巴鲁特	cv	長浜壱番	長浜 壱番	legacy
610	c547	吉尔巴鲁特	company	August	オーガスト	legacy
610	c547	吉尔巴鲁特	release_year	2011	2010	legacy
611	c548	瓦利亚斯·梅斯纳	cv	一条和矢	一条 和矢	legacy
611	c548	瓦利亚斯·梅斯纳	company	August	オーガスト	legacy
611	c548	瓦利亚斯·梅斯纳	release_year	2011	2010	legacy
612	c549	西斯狄娜·艾尔	cv	藍きっか	藍 きっか	legacy
612	c549	西斯狄娜·艾尔	hair_color	白色	红色	legacy
612	c549	西斯狄娜·艾尔	hair_color_family	white	red	legacy
612	c549	西斯狄娜·艾尔	company	August	オーガスト	legacy
612	c549	西斯狄娜·艾尔	release_year	2011	2010	legacy
613	c550	纳达尔	company	August	オーガスト	legacy
613	c550	纳达尔	release_year	2011	2010	legacy
614	c43511	戈尔	cv	海原エレナ	海原 エレナ	legacy
614	c43511	戈尔	company	August	オーガスト	legacy
614	c43511	戈尔	release_year	2011	2010	legacy
616	c133898	奥兹	cv	上別府仁資	上別府 仁資	legacy
616	c133898	奥兹	company	August	オーガスト	legacy
616	c133898	奥兹	release_year	2011	2010	legacy
617	c1585	麻生莲治	cv	伊香川椎音	伊香川 椎音	legacy
617	c1585	麻生莲治	work	ef - a fairy tale of the two.	悠久之翼	legacy
620	c1595	堤京介	cv	城樹翔	城樹 翔	legacy
620	c1595	堤京介	work	ef - a fairy tale of the two.	悠久之翼	legacy
621	c8625	久濑修一	cv	安芸怜須ケン	安芸怜須 ケン	legacy
621	c8625	久濑修一	work	ef - a fairy tale of the two.	悠久之翼	legacy
625	c59814	雨宫明良	cv	上州トム	上州 トム	legacy
625	c59814	雨宫明良	work	ef - a fairy tale of the two.	悠久之翼	legacy
626	c59818	麻生堇	cv	山田奈穂	山田 奈穂	legacy
626	c59818	麻生堇	hair_color	绿色	蓝色	legacy
626	c59818	麻生堇	hair_color_family	green	blue	legacy
626	c59818	麻生堇	work	ef - a fairy tale of the two.	悠久之翼	legacy
627	c59819	羽山水姬	cv	未知	森谷 実園	legacy
627	c59819	羽山水姬	work	ef - a fairy tale of the two.	天使的星期日	legacy
627	c59819	羽山水姬	release_year	2006	2010	legacy
630	c113	香月夕呼	cv	稲葉貴子	本井 えみ	legacy
630	c113	香月夕呼	hair_color	紫色	红色	legacy
630	c113	香月夕呼	hair_color_family	purple	red	legacy
630	c113	香月夕呼	work	Muv-Luv	君が望む真愛	legacy
630	c113	香月夕呼	company	âge	アージュ	legacy
630	c113	香月夕呼	release_year	2003	2017	legacy
634	c134	铠衣尊人	cv	野中真澄	野中 真澄	legacy
634	c134	铠衣尊人	hair_color	蓝色	棕色	legacy
634	c134	铠衣尊人	hair_color_family	blue	brown	legacy
634	c134	铠衣尊人	company	âge	アージュ	legacy
634	c134	铠衣尊人	release_year	2003	2002	legacy
635	c135	铠衣美琴	cv	野中真澄	野中 真澄	legacy
635	c135	铠衣美琴	hair_color	蓝色	棕色	legacy
635	c135	铠衣美琴	hair_color_family	blue	brown	legacy
635	c135	铠衣美琴	company	âge	アージュ	legacy
635	c135	铠衣美琴	release_year	2003	2002	legacy
636	c137	戎美凪	cv	まつもとちあき	まつもと ちあき	legacy
636	c137	戎美凪	company	âge	アージュ	legacy
636	c137	戎美凪	release_year	2003	2002	legacy
637	c138	神代巽	cv	海原エレナ	海原 エレナ	legacy
637	c138	神代巽	company	âge	アージュ	legacy
637	c138	神代巽	release_year	2003	2002	legacy
639	c143	伊莉娜·皮亚缇芙	cv	高野直子	高野 直子	legacy
639	c143	伊莉娜·皮亚缇芙	company	âge	アージュ	legacy
639	c143	伊莉娜·皮亚缇芙	release_year	2003	2002	legacy
642	c168	鲍尔·拉达比诺德	cv	若本規夫	若本 規夫	legacy
642	c168	鲍尔·拉达比诺德	hair_color	灰色	红色	legacy
642	c168	鲍尔·拉达比诺德	hair_color_family	gray	red	legacy
642	c168	鲍尔·拉达比诺德	company	âge	アージュ	legacy
642	c168	鲍尔·拉达比诺德	release_year	2003	2002	legacy
643	c172	柏木晴子	cv	神崎めぐみ	夏野 巳琴	legacy
643	c172	柏木晴子	work	Muv-Luv	マブラヴ ALTERED FABLE	legacy
643	c172	柏木晴子	company	âge	アージュ	legacy
643	c172	柏木晴子	release_year	2003	2007	legacy
644	c173	珠濑玄丞斋	cv	番菜判斗	番菜 判斗	legacy
644	c173	珠濑玄丞斋	hair_color	灰色	棕色	legacy
644	c173	珠濑玄丞斋	hair_color_family	gray	brown	legacy
644	c173	珠濑玄丞斋	company	âge	アージュ	legacy
644	c173	珠濑玄丞斋	release_year	2003	2002	legacy
646	c179	沙雾尚哉	cv	十文字隼人	十文字 隼人	legacy
646	c179	沙雾尚哉	company	âge	アージュ	legacy
646	c179	沙雾尚哉	release_year	2003	2002	legacy
648	c37395	星乃文绪	cv	北都南	北都 南	legacy
648	c37395	星乃文绪	work	Muv-Luv	君が望む永遠 ～special FanDisk～	legacy
648	c37395	星乃文绪	company	âge	アージュ	legacy
648	c37395	星乃文绪	release_year	2003	2004	legacy
664	c121	阿尔弗雷德·沃肯	cv	前島貴志	前島 貴志	legacy
664	c121	阿尔弗雷德·沃肯	work	Muv-Luv Alternative	マブラヴ アンリミテッド ザ・デイアフター	legacy
664	c121	阿尔弗雷德·沃肯	company	âge	アージュ	legacy
664	c121	阿尔弗雷德·沃肯	release_year	2006	2010	legacy
665	c136	穗村爱美	cv	雨宮麻紀	雨宮 麻紀	legacy
665	c136	穗村爱美	work	Muv-Luv Alternative	マブラヴ　オルタネイティヴ	legacy
665	c136	穗村爱美	company	âge	アージュ	legacy
666	c154	伊露玛·塔斯雷夫	cv	大友清里	大友 清里	legacy
666	c154	伊露玛·塔斯雷夫	work	Muv-Luv Alternative	マブラヴ　オルタネイティヴ	legacy
666	c154	伊露玛·塔斯雷夫	company	âge	アージュ	legacy
667	c158	凉宫遥	cv	栗林みな実	栗林 みな実	legacy
667	c158	凉宫遥	hair_color	粉色	绿色	legacy
667	c158	凉宫遥	hair_color_family	pink	green	legacy
667	c158	凉宫遥	work	Muv-Luv Alternative	マブラヴ　オルタネイティヴ	legacy
667	c158	凉宫遥	company	âge	アージュ	legacy
668	c160	伊隅美知留	cv	湯川みゆき	湯川 みゆき	legacy
668	c160	伊隅美知留	work	Muv-Luv Alternative	マブラヴ オルタネイティヴ クロニクルズ 告白	legacy
668	c160	伊隅美知留	company	âge	アージュ	legacy
668	c160	伊隅美知留	release_year	2006	2011	legacy
671	c174	铠衣左近	cv	福武一之	沢木 郁也	legacy
671	c174	铠衣左近	work	Muv-Luv Alternative	マブラヴ オルタネイティヴ クロニクルズ 再誕	legacy
671	c174	铠衣左近	company	âge	アージュ	legacy
671	c174	铠衣左近	release_year	2006	2012	legacy
681	c37392	鸣海孝之	company	âge	アージュ	legacy
682	c37393	平慎二	cv	安藤正輝	安藤 正輝	legacy
682	c37393	平慎二	work	你所期望的永远	君が望む永遠 ～special FanDisk～	legacy
682	c37393	平慎二	company	âge	アージュ	legacy
682	c37393	平慎二	release_year	2001	2004	legacy
683	c37394	天川萤	cv	窪田聡子	窪田 聡子	legacy
683	c37394	天川萤	work	你所期望的永远	君が望む永遠 ～special FanDisk～	legacy
683	c37394	天川萤	company	âge	アージュ	legacy
683	c37394	天川萤	release_year	2001	2004	legacy
684	c37396	玉野真由	cv	吉田恭子	吉田 恭子	legacy
684	c37396	玉野真由	work	你所期望的永远	君が望む永遠 ～special FanDisk～	legacy
684	c37396	玉野真由	company	âge	アージュ	legacy
684	c37396	玉野真由	release_year	2001	2004	legacy
685	c37397	大空寺亚由	cv	大友清里	大友 清里	legacy
685	c37397	大空寺亚由	work	你所期望的永远	君が望む永遠 ～special FanDisk～	legacy
685	c37397	大空寺亚由	company	âge	アージュ	legacy
685	c37397	大空寺亚由	release_year	2001	2004	legacy
687	c94337	伊隅弥生	company	âge	アージュ	legacy
690	c94343	凉宫宗一郎	company	âge	アージュ	legacy
691	c94344	崎山健三	cv	岡島雅夫	岡島 雅夫	legacy
691	c94344	崎山健三	company	âge	アージュ	legacy
693	c94346	香月素子	cv	小林まりこ	未知	legacy
693	c94346	香月素子	hair_color	紫色	红色	legacy
693	c94346	香月素子	hair_color_family	purple	red	legacy
693	c94346	香月素子	work	你所期望的永远	君が望む永遠 ～special FanDisk～	legacy
693	c94346	香月素子	company	âge	アージュ	legacy
693	c94346	香月素子	release_year	2001	2004	legacy
695	c94349	速濑勋	company	âge	アージュ	legacy
704	c582	琪娅拉·法瑞尔	cv	桜城ちか	桜城 ちか	legacy
704	c582	琪娅拉·法瑞尔	hair_color	白色	蓝色	legacy
704	c582	琪娅拉·法瑞尔	hair_color_family	white	blue	legacy
704	c582	琪娅拉·法瑞尔	work	灰色的果实	灰色的果实 -LE FRUIT DE LA GRISAIA-	legacy
704	c582	琪娅拉·法瑞尔	release_year	2011	2010	legacy
705	c583	榊道昭	work	灰色的果实	灰色的果实 -LE FRUIT DE LA GRISAIA-	legacy
705	c583	榊道昭	release_year	2011	2010	legacy
706	c584	榊美佐子	work	灰色的果实	灰色的果实 -LE FRUIT DE LA GRISAIA-	legacy
706	c584	榊美佐子	release_year	2011	2010	legacy
709	c588	坂下千秋	work	灰色的果实	灰色的果实 -LE FRUIT DE LA GRISAIA-	legacy
709	c588	坂下千秋	release_year	2011	2010	legacy
710	c589	小出葎	cv	野々村紗夜	野々村 紗夜	legacy
710	c589	小出葎	work	灰色的果实	灰色的果实 -LE FRUIT DE LA GRISAIA-	legacy
710	c589	小出葎	release_year	2011	2010	legacy
711	c590	佐久间实乃梨	cv	葉市憂	葉市 憂	legacy
711	c590	佐久间实乃梨	work	灰色的果实	灰色的果实 -LE FRUIT DE LA GRISAIA-	legacy
711	c590	佐久间实乃梨	release_year	2011	2010	legacy
712	c591	伊吹春菜	cv	桜城ちか	桜城 ちか	legacy
712	c591	伊吹春菜	work	灰色的果实	灰色的果实 -LE FRUIT DE LA GRISAIA-	legacy
712	c591	伊吹春菜	release_year	2011	2010	legacy
713	c592	金田沙彩	work	灰色的果实	灰色的果实 -LE FRUIT DE LA GRISAIA-	legacy
713	c592	金田沙彩	release_year	2011	2010	legacy
714	c593	古森惠	cv	綾瀬あかり	綾瀬 あかり	legacy
714	c593	古森惠	work	灰色的果实	灰色的果实 -LE FRUIT DE LA GRISAIA-	legacy
714	c593	古森惠	release_year	2011	2010	legacy
715	c594	樱井美冬	work	灰色的果实	灰色的果实 -LE FRUIT DE LA GRISAIA-	legacy
715	c594	樱井美冬	release_year	2011	2010	legacy
716	c595	广冈珠希	work	灰色的果实	灰色的果实 -LE FRUIT DE LA GRISAIA-	legacy
716	c595	广冈珠希	release_year	2011	2010	legacy
719	c598	越智义彦	work	灰色的果实	灰色的果实 -LE FRUIT DE LA GRISAIA-	legacy
719	c598	越智义彦	release_year	2011	2010	legacy
720	c599	坂下启二	cv	中里圭太	中里 圭太	legacy
720	c599	坂下启二	work	灰色的果实	灰色的果实 -LE FRUIT DE LA GRISAIA-	legacy
720	c599	坂下启二	release_year	2011	2010	legacy
721	c600	喵美尔	cv	綾瀬あかり	綾瀬 あかり	legacy
721	c600	喵美尔	work	灰色的果实	灰色的果实 -LE FRUIT DE LA GRISAIA-	legacy
721	c600	喵美尔	release_year	2011	2010	legacy
723	c602	入巢清夏	work	灰色的果实	灰色的果实 -LE FRUIT DE LA GRISAIA-	legacy
723	c602	入巢清夏	release_year	2011	2010	legacy
724	c603	入巢正孝	work	灰色的果实	灰色的果实 -LE FRUIT DE LA GRISAIA-	legacy
724	c603	入巢正孝	release_year	2011	2010	legacy
725	c605	入巢沙里菜	work	灰色的果实	灰色的果实 -LE FRUIT DE LA GRISAIA-	legacy
725	c605	入巢沙里菜	release_year	2011	2010	legacy
737	c7408	希斯·奥斯洛	cv	鶴岡聡	鶴岡 聡	legacy
737	c7408	希斯·奥斯洛	release_year	2012	2011	legacy
738	c7409	风见亮二	cv	倉島丈	倉島 丈	legacy
738	c7409	风见亮二	release_year	2012	2011	legacy
739	c7410	风见聪子	cv	民安ともえ	民安 ともえ	legacy
739	c7410	风见聪子	release_year	2012	2011	legacy
740	c7411	贾斯汀·麦克迈尔	cv	水樹空	水樹 空	legacy
740	c7411	贾斯汀·麦克迈尔	release_year	2012	2011	legacy
741	c7412	丹尼尔·博恩	cv	倉島丈	倉島 丈	legacy
741	c7412	丹尼尔·博恩	release_year	2012	2011	legacy
742	c7413	米莉艾拉·斯坦菲尔德	cv	東かりん	東 かりん	legacy
742	c7413	米莉艾拉·斯坦菲尔德	hair_color	酒红	紫色	legacy
742	c7413	米莉艾拉·斯坦菲尔德	hair_color_family	red	purple	legacy
742	c7413	米莉艾拉·斯坦菲尔德	release_year	2012	2011	legacy
743	c7414	爱德华·沃克	cv	秋山樹	秋山 樹	legacy
743	c7414	爱德华·沃克	hair_color	白色	灰色	legacy
743	c7414	爱德华·沃克	hair_color_family	white	gray	legacy
743	c7414	爱德华·沃克	release_year	2012	2011	legacy
744	c7415	罗伯特·沃尔森	cv	三苫紘平	三苫 紘平	legacy
744	c7415	罗伯特·沃尔森	release_year	2012	2011	legacy
745	c12360	艾格尼丝·加雷特	cv	野々村紗夜	野々村 紗夜	legacy
745	c12360	艾格尼丝·加雷特	release_year	2012	2011	legacy
748	c11136	公由喜一郎	cv	塚田正昭	塚田 正昭	legacy
748	c11136	公由喜一郎	hair_color	灰色	黑色	legacy
748	c11136	公由喜一郎	hair_color_family	gray	black	legacy
748	c11136	公由喜一郎	work	寒蝉鸣泣之时	寒蝉鸣泣之时解	legacy
748	c11136	公由喜一郎	release_year	2002	2004	legacy
752	c3815	园崎茜	cv	井上喜久子	井上 喜久子	legacy
752	c3815	园崎茜	work	寒蝉鸣泣之时	寒蝉鸣泣之时解	legacy
752	c3815	园崎茜	release_year	2005	2004	legacy
753	c3838	葛西辰由	cv	立木文彦	立木 文彦	legacy
753	c3838	葛西辰由	work	寒蝉鸣泣之时	寒蝉鸣泣之时解	legacy
753	c3838	葛西辰由	release_year	2005	2004	legacy
754	c3846	间宫丽娜	cv	氷上恭子	氷上 恭子	legacy
754	c3846	间宫丽娜	work	寒蝉鸣泣之时	寒蝉鸣泣之时解	legacy
754	c3846	间宫丽娜	release_year	2005	2004	legacy
755	c3849	北条悟史	cv	小林ゆう	小林 ゆう	legacy
755	c3849	北条悟史	work	寒蝉鸣泣之时	寒蝉鸣泣之时解	legacy
755	c3849	北条悟史	release_year	2005	2004	legacy
756	c3864	小此木铁郎	cv	成田剣	成田 剣	legacy
756	c3864	小此木铁郎	hair_color	绿色	黑色	legacy
756	c3864	小此木铁郎	hair_color_family	green	black	legacy
756	c3864	小此木铁郎	work	寒蝉鸣泣之时	寒蝉鸣泣之时解	legacy
756	c3864	小此木铁郎	release_year	2005	2004	legacy
759	c113187	芙蕾德莉卡·贝伦卡斯泰露	cv	田村ゆかり	田村 ゆかり	legacy
759	c113187	芙蕾德莉卡·贝伦卡斯泰露	work	寒蝉鸣泣之时	寒蝉鸣泣之时解	legacy
759	c113187	芙蕾德莉卡·贝伦卡斯泰露	release_year	2005	2004	legacy
762	c294	乡田俊朗	cv	上別府仁資	上別府 仁資	legacy
763	c366	熊泽秋	cv	羽鳥靖子	羽鳥 靖子	legacy
763	c366	熊泽秋	hair_color	灰色	黑色	legacy
763	c366	熊泽秋	hair_color_family	gray	black	legacy
769	c4103	拉姆达戴露塔	cv	大浦冬華	大浦 冬華	legacy
769	c4103	拉姆达戴露塔	work	海猫鸣泣之时	海猫鸣泣之时散	legacy
769	c4103	拉姆达戴露塔	release_year	2007	2009	legacy
771	c13723	噶普	cv	甲斐田ゆき	甲斐田 ゆき	legacy
771	c13723	噶普	hair_color	橙色	蓝色	legacy
771	c13723	噶普	hair_color_family	orange	blue	legacy
772	c13724	瓦尔基莉亚	cv	井上喜久子	井上 喜久子	legacy
772	c13724	瓦尔基莉亚	hair_color	灰色	蓝色	legacy
772	c13724	瓦尔基莉亚	hair_color_family	gray	blue	legacy
773	c13726	夏娃·贝阿朵莉切	cv	伊藤美紀	伊藤 美紀	legacy
773	c13726	夏娃·贝阿朵莉切	hair_color	橙色	蓝色	legacy
773	c13726	夏娃·贝阿朵莉切	hair_color_family	orange	blue	legacy
774	c13727	路西法	cv	斉藤佑圭	斉藤 佑圭	legacy
775	c13728	雷维阿坦	cv	米澤円	米澤 円	legacy
775	c13728	雷维阿坦	hair_color	绿色	红色	legacy
